variant,horizon,fold,group,regime,sample_count,support_hold_rate,support_break_rate,first_bounce_delay,maximum_favorable_excursion,maximum_adverse_excursion,final_return,eligible_count,unavailable_count,max_adverse_excursion,sample_mode,regime_scope,comparison_scope
no_retests,10,5,semiconductor,under_pressure,201,0.4527363184079602,0.5472636815920398,1.6283783783783783,0.14074472958383222,-0.09353890293359042,0.035147245853025894,40225,16969,-0.09353890293359042,non_overlapping,observed,all_eligible
no_retests,10,5,semiconductor,uptrend,559,0.39177101967799643,0.6082289803220036,2.3503649635036497,0.12692460431494912,-0.08248589934382265,0.03564040546189799,40225,16969,-0.08248589934382265,non_overlapping,observed,all_eligible
no_retests,10,5,software,acute_selloff,8,0.625,0.375,0.8333333333333334,0.10954021539146228,-0.05613211234404912,0.04682672300885268,65214,30391,-0.05613211234404912,non_overlapping,observed,all_eligible
no_retests,10,5,software,correction,108,0.35185185185185186,0.6481481481481481,2.5384615384615383,0.09278235669062163,-0.09500908246089936,0.016502416597380127,65214,30391,-0.09500908246089936,non_overlapping,observed,all_eligible
no_retests,10,5,software,range_bound,58,0.7758620689655172,0.22413793103448276,1.7708333333333333,0.1231054826172907,-0.038478935162099256,0.05383241707353973,65214,30391,-0.038478935162099256,non_overlapping,observed,all_eligible
no_retests,10,5,software,under_pressure,323,0.43653250773993807,0.5634674922600619,2.233183856502242,0.09525848594353288,-0.07941869063732895,0.005616492788613205,65214,30391,-0.07941869063732895,non_overlapping,observed,all_eligible
no_retests,10,5,software,uptrend,880,0.36022727272727273,0.6397727272727273,2.6305970149253732,0.1028390442706824,-0.07609875497162627,0.01831281931643077,65214,30391,-0.07609875497162627,non_overlapping,observed,all_eligible
no_retests,20,1,other,acute_selloff,6,0.5,0.5,2.5,0.08811333227965183,-0.1026193758470037,0.024452411351124064,73487,28572,-0.1026193758470037,non_overlapping,observed,all_eligible
no_retests,20,1,other,correction,92,0.33695652173913043,0.6630434782608695,4.216666666666667,0.06452963686777946,-0.0762853926955284,-0.005109705386576661,73487,28572,-0.0762853926955284,non_overlapping,observed,all_eligible
no_retests,20,1,other,range_bound,66,0.45454545454545453,0.5454545454545454,4.283018867924528,0.0799513079890981,-0.05523479470938987,0.02081352829416632,73487,28572,-0.05523479470938987,non_overlapping,observed,all_eligible
no_retests,20,1,other,under_pressure,144,0.2916666666666667,0.7083333333333334,5.364583333333333,0.06541124150659866,-0.06593858281016379,0.0026709277775696797,73487,28572,-0.06593858281016379,non_overlapping,observed,all_eligible
no_retests,20,1,other,uptrend,316,0.27848101265822783,0.7215189873417721,4.434146341463415,0.06321916896769511,-0.06739737675590356,-0.007768051579808023,73487,28572,-0.06739737675590356,non_overlapping,observed,all_eligible
no_retests,20,1,semiconductor,acute_selloff,3,0.3333333333333333,0.6666666666666666,4.666666666666667,0.11371860932698559,-0.07972430372560295,0.07944069110291307,40225,16969,-0.07972430372560295,non_overlapping,observed,all_eligible
no_retests,20,1,semiconductor,correction,33,0.2727272727272727,0.7272727272727273,4.8076923076923075,0.1052829792209536,-0.09957912273263626,0.008122033805741929,40225,16969,-0.09957912273263626,non_overlapping,observed,all_eligible
no_retests,20,1,semiconductor,range_bound,48,0.4375,0.5625,2.926829268292683,0.13117731792727336,-0.053717110735700985,0.06845523522422174,40225,16969,-0.053717110735700985,non_overlapping,observed,all_eligible
no_retests,20,1,semiconductor,under_pressure,53,0.2830188679245283,0.7169811320754716,5.175,0.10783079152183658,-0.11039371844147296,-0.005545384346359432,40225,16969,-0.11039371844147296,non_overlapping,observed,all_eligible
no_retests,20,1,semiconductor,uptrend,178,0.20786516853932585,0.7921348314606742,4.568,0.0853937444662755,-0.08977212647874253,-0.012359940620357158,40225,16969,-0.08977212647874253,non_overlapping,observed,all_eligible
no_retests,20,1,software,acute_selloff,2,0.5,0.5,0.0,0.15620971441741438,-0.07132462317227906,0.016221470161357443,65214,30391,-0.07132462317227906,non_overlapping,observed,all_eligible
no_retests,20,1,software,correction,58,0.27586206896551724,0.7241379310344828,4.458333333333333,0.09470753428594954,-0.09585718450990624,0.0275720137896308,65214,30391,-0.09585718450990624,non_overlapping,observed,all_eligible
no_retests,20,1,software,range_bound,57,0.47368421052631576,0.5263157894736842,4.142857142857143,0.08181825353624841,-0.07904216423796971,0.0073000352619613205,65214,30391,-0.07904216423796971,non_overlapping,observed,all_eligible
no_retests,20,1,software,under_pressure,101,0.3465346534653465,0.6534653465346535,4.829268292682927,0.09152228267332285,-0.08695227502130558,0.019021087009724255,65214,30391,-0.08695227502130558,non_overlapping,observed,all_eligible
no_retests,20,1,software,uptrend,239,0.37656903765690375,0.6234309623430963,4.578651685393258,0.15999037125300222,-0.07745436027179207,0.046667963794484436,65214,30391,-0.07745436027179207,non_overlapping,observed,all_eligible
no_retests,20,2,other,acute_selloff,18,0.3333333333333333,0.6666666666666666,1.3571428571428572,0.15631963096134227,-0.14230810644519856,0.048267165659083774,73487,28572,-0.14230810644519856,non_overlapping,observed,all_eligible
no_retests,20,2,other,correction,50,0.4,0.6,4.904761904761905,0.14373758698080968,-0.0946149819044826,0.05943471859828055,73487,28572,-0.0946149819044826,non_overlapping,observed,all_eligible
no_retests,20,2,other,range_bound,19,0.42105263157894735,0.5789473684210527,5.75,0.11392135183825884,-0.0733414046911713,0.02002830009085569,73487,28572,-0.0733414046911713,non_overlapping,observed,all_eligible
no_retests,20,2,other,under_pressure,98,0.46938775510204084,0.5306122448979592,4.867469879518072,0.10532052894346902,-0.05160423086612514,0.03498575728089318,73487,28572,-0.05160423086612514,non_overlapping,observed,all_eligible
no_retests,20,2,other,uptrend,486,0.3559670781893004,0.6440329218106996,5.081232492997199,0.12414538044188993,-0.0799133099554196,0.028937105834090895,73487,28572,-0.0799133099554196,non_overlapping,observed,all_eligible
no_retests,20,2,semiconductor,acute_selloff,12,0.0,1.0,5.363636363636363,0.2755842008790436,-0.16552545009014355,0.2115126033783475,40225,16969,-0.16552545009014355,non_overlapping,observed,all_eligible
no_retests,20,2,semiconductor,correction,22,0.45454545454545453,0.5454545454545454,3.55,0.16516044352248957,-0.09632406382427786,0.08563082654012892,40225,16969,-0.09632406382427786,non_overlapping,observed,all_eligible
no_retests,20,2,semiconductor,range_bound,17,0.35294117647058826,0.6470588235294118,3.6666666666666665,0.2081424458245465,-0.06813497483096842,0.0968745154521167,40225,16969,-0.06813497483096842,non_overlapping,observed,all_eligible
no_retests,20,2,semiconductor,under_pressure,49,0.3469387755102041,0.6530612244897959,3.7837837837837838,0.11530450568888993,-0.08282430177331324,0.03703247170877224,40225,16969,-0.08282430177331324,non_overlapping,observed,all_eligible
no_retests,20,2,semiconductor,uptrend,283,0.2968197879858657,0.7031802120141343,4.8842592592592595,0.11336110539690186,-0.08985606314724603,0.02632787396758087,40225,16969,-0.08985606314724603,non_overlapping,observed,all_eligible
no_retests,20,2,software,acute_selloff,19,0.15789473684210525,0.8421052631578947,3.8125,0.18458807383688514,-0.212178582330252,0.015618590872859054,65214,30391,-0.212178582330252,non_overlapping,observed,all_eligible
no_retests,20,2,software,correction,36,0.5555555555555556,0.4444444444444444,3.3548387096774195,0.1854458500619388,-0.10753782393768513,0.05421398530026464,65214,30391,-0.10753782393768513,non_overlapping,observed,all_eligible
no_retests,20,2,software,range_bound,20,0.6,0.4,4.0588235294117645,0.14194916827748566,-0.05408619874033196,0.0810969522344594,65214,30391,-0.05408619874033196,non_overlapping,observed,all_eligible
no_retests,20,2,software,under_pressure,74,0.33783783783783783,0.6621621621621622,5.078125,0.1297862356033675,-0.0913975648365292,0.026269787260794375,65214,30391,-0.0913975648365292,non_overlapping,observed,all_eligible
no_retests,20,2,software,uptrend,413,0.3026634382566586,0.6973365617433414,4.546925566343042,0.15469399813734286,-0.09276309714693297,0.023701591256658945,65214,30391,-0.09276309714693297,non_overlapping,observed,all_eligible
no_retests,20,3,other,acute_selloff,34,0.38235294117647056,0.6176470588235294,3.096774193548387,0.11398120901851982,-0.07165234181781222,0.02758161098635388,73487,28572,-0.07165234181781222,non_overlapping,observed,all_eligible
no_retests,20,3,other,correction,196,0.23979591836734693,0.7602040816326531,4.323943661971831,0.0943903217886305,-0.10140047461748224,0.004892291307765703,73487,28572,-0.10140047461748224,non_overlapping,observed,all_eligible
no_retests,20,3,other,range_bound,125,0.304,0.696,3.7473684210526317,0.09513569424023219,-0.07712855857406582,-0.0018667905335249077,73487,28572,-0.07712855857406582,non_overlapping,observed,all_eligible
no_retests,20,3,other,under_pressure,98,0.25510204081632654,0.7448979591836735,5.380281690140845,0.07874535395686766,-0.08768962593400247,-0.010796996035886785,73487,28572,-0.08768962593400247,non_overlapping,observed,all_eligible
no_retests,20,3,other,uptrend,198,0.25252525252525254,0.7474747474747475,4.856115107913669,0.06715668064258168,-0.07390805865699354,-0.006961600720781033,73487,28572,-0.07390805865699354,non_overlapping,observed,all_eligible
no_retests,20,3,semiconductor,acute_selloff,11,0.0,1.0,5.454545454545454,0.09671099133707611,-0.09617136663349107,0.00871919201502454,40225,16969,-0.09617136663349107,non_overlapping,observed,all_eligible
no_retests,20,3,semiconductor,correction,90,0.28888888888888886,0.7111111111111111,3.864864864864865,0.14740073093000336,-0.1046719977060512,0.0362195950089136,40225,16969,-0.1046719977060512,non_overlapping,observed,all_eligible
no_retests,20,3,semiconductor,range_bound,74,0.2972972972972973,0.7027027027027027,2.0701754385964914,0.09778544726364959,-0.10119482613065658,-0.022373775243586462,40225,16969,-0.10119482613065658,non_overlapping,observed,all_eligible
no_retests,20,3,semiconductor,under_pressure,36,0.3888888888888889,0.6111111111111112,2.769230769230769,0.1199778818162926,-0.08489218155557667,0.024489347579714674,40225,16969,-0.08489218155557667,non_overlapping,observed,all_eligible
no_retests,20,3,semiconductor,uptrend,143,0.27972027972027974,0.7202797202797203,3.7549019607843137,0.09327470078977382,-0.08496785147031147,-0.0031533834957788503,40225,16969,-0.08496785147031147,non_overlapping,observed,all_eligible
no_retests,20,3,software,acute_selloff,17,0.17647058823529413,0.8235294117647058,2.066666666666667,0.20127888030845179,-0.1708473275333174,-0.06080245398810827,65214,30391,-0.1708473275333174,non_overlapping,observed,all_eligible
no_retests,20,3,software,correction,177,0.22598870056497175,0.7740112994350282,3.5785714285714287,0.11906318980555948,-0.1295072790757027,-0.010926553828260223,65214,30391,-0.1295072790757027,non_overlapping,observed,all_eligible
no_retests,20,3,software,range_bound,132,0.25,0.75,2.6153846153846154,0.09584049782329973,-0.12081537135196009,-0.050086328790643564,65214,30391,-0.12081537135196009,non_overlapping,observed,all_eligible
no_retests,20,3,software,under_pressure,92,0.2826086956521739,0.717391304347826,3.373134328358209,0.12929539852286,-0.10067129005216921,0.016512523530290545,65214,30391,-0.10067129005216921,non_overlapping,observed,all_eligible
no_retests,20,3,software,uptrend,235,0.2978723404255319,0.7021276595744681,3.6037735849056602,0.11756265416137893,-0.09092105356503731,0.0003194963315918008,65214,30391,-0.09092105356503731,non_overlapping,observed,all_eligible
no_retests,20,4,other,correction,36,0.3333333333333333,0.6666666666666666,5.741935483870968,0.08839247480203988,-0.05994126122667551,0.022405713811899007,73487,28572,-0.05994126122667551,non_overlapping,observed,all_eligible
no_retests,20,4,other,range_bound,45,0.4444444444444444,0.5555555555555556,4.621621621621622,0.09722468716174054,-0.05381612716615181,0.04752685866171657,73487,28572,-0.05381612716615181,non_overlapping,observed,all_eligible
no_retests,20,4,other,under_pressure,159,0.31446540880503143,0.6855345911949685,4.523809523809524,0.07322484944105138,-0.06741550378308095,0.009391283275147577,73487,28572,-0.06741550378308095,non_overlapping,observed,all_eligible
no_retests,20,4,other,uptrend,435,0.32413793103448274,0.6758620689655173,4.67076923076923,0.09770224524434232,-0.07022370686426353,0.017370398974955528,73487,28572,-0.07022370686426353,non_overlapping,observed,all_eligible
no_retests,20,4,semiconductor,acute_selloff,1,1.0,0.0,0.0,0.2068965517241379,-0.02758620689655178,0.11310344827586216,40225,16969,-0.02758620689655178,non_overlapping,observed,all_eligible
no_retests,20,4,semiconductor,correction,5,0.6,0.4,1.0,0.18054165525043886,-0.04250083317687103,0.08734100766395499,40225,16969,-0.04250083317687103,non_overlapping,observed,all_eligible
no_retests,20,4,semiconductor,range_bound,19,0.21052631578947367,0.7894736842105263,3.1666666666666665,0.09459581969636034,-0.11756959844233347,-0.01993767127389135,40225,16969,-0.11756959844233347,non_overlapping,observed,all_eligible
no_retests,20,4,semiconductor,under_pressure,83,0.24096385542168675,0.7590361445783133,3.3793103448275863,0.11034516112159357,-0.11948089504066514,-0.0040326975359164016,40225,16969,-0.11948089504066514,non_overlapping,observed,all_eligible
no_retests,20,4,semiconductor,uptrend,249,0.26104417670682734,0.7389558232931727,4.333333333333333,0.12991073311415868,-0.08930936776572637,0.02839845514616856,40225,16969,-0.08930936776572637,non_overlapping,observed,all_eligible
no_retests,20,4,software,acute_selloff,3,1.0,0.0,5.333333333333333,0.12204176943514884,-0.04287820421685259,0.030221325886996036,65214,30391,-0.04287820421685259,non_overlapping,observed,all_eligible
